Mean1,Mean2,Covariance
123.22659623286512,7.018272042948977,7.018272042948977
27.930666188512387,-33.925478666296044,-33.925478666296044
18.096279016340553,41.726562907293236,41.726562907293236
13.298516713537103,79.68943369504021,79.68943369504021
84.24468237920706,-191.43555344699314,-191.43555344699314
-50.96366762960721,33.55152657369516,33.55152657369516
19.222502804289817,-3.9147037197830583,-3.9147037197830583
-15.317295517148356,-62.442206822188155,-62.442206822188155
133.4513908360278,-144.90501307369075,-144.90501307369075
-64.75150942935271,-3.8791756034357885,-3.8791756034357885
11.081599308270793,-78.61924498663353,-78.61924498663353
134.54279169066118,239.68740327455995,239.68740327455995
-10.507761210759941,36.08737272573146,36.08737272573146
-45.487768099259206,24.577941011700503,24.577941011700503
-73.49326644926987,-130.9920208438734,-130.9920208438734
-95.3620759512363,109.91092422020265,109.91092422020265
-61.69725277811112,-90.11031112560458,-90.11031112560458
73.51492622410673,282.49150489537533,282.49150489537533
-15.122633652545861,76.66137451587574,76.66137451587574
-107.42249610502398,10.31254316206676,10.31254316206676
-31.141230193099382,-34.05745712409373,-34.05745712409373
120.1499339431159,-74.03835787157419,-74.03835787157419
146.26371515853072,132.2644312484123,132.2644312484123
61.94698330311607,70.20841751338388,70.20841751338388
-47.97842939554184,-6.37800964244539,-6.37800964244539
45.09898848253133,-5.116409614193527,-5.116409614193527
41.79059515123983,19.237527854854097,19.237527854854097
41.515710099307626,54.2142582122496,54.2142582122496
-149.3676843232285,53.5989535446735,53.5989535446735
64.79258435102139,-148.49541323863204,-148.49541323863204
-31.380928219831382,111.34327259551434,111.34327259551434
55.72539215783861,-169.22374353399735,-169.22374353399735
99.95916659169163,-115.3166284343469,-115.3166284343469
101.01666136525061,-4.85973465756642,-4.85973465756642
27.312486904817842,56.82599544804865,56.82599544804865
-27.84411662154564,22.62920790341963,22.62920790341963
-84.24269461205797,127.06777246611765,127.06777246611765
-136.90748844522528,86.8047851216798,86.8047851216798
123.47084883573407,3.709956104994778,3.709956104994778
47.19370439990132,-31.489687095475148,-31.489687095475148
170.77812706097038,11.958588576006774,11.958588576006774
188.54240183297105,-26.33140270716914,-26.33140270716914
23.020896305332595,13.404520487361205,13.404520487361205
-52.94854822149364,37.97611945513497,37.97611945513497
-47.14612213909819,-124.77748568746102,-124.77748568746102
19.43888566700703,-140.76771374701352,-140.76771374701352
50.085469378440365,259.7937175372557,259.7937175372557
-62.729940195530915,77.40092932482857,77.40092932482857
117.40706947867942,-168.0643802491407,-168.0643802491407
-113.70206409253176,-176.9325156296416,-176.9325156296416
-72.21322196437254,18.01869256298528,18.01869256298528
91.07818915567572,44.73191847491529,44.73191847491529
182.68986602686553,-54.32769472038144,-54.32769472038144
-36.795258580061265,-127.6758135324217,-127.6758135324217
41.87568441871805,141.48005649363466,141.48005649363466
-52.48913776787725,113.10662177082203,113.10662177082203
134.1004429558626,-6.3787065396431615,-6.3787065396431615
27.661627643158774,42.37652225686491,42.37652225686491
-191.83750982693508,-51.093869860644595,-51.093869860644595
50.149419230406416,270.7470546117139,270.7470546117139
158.47449736067776,-115.50079985928853,-115.50079985928853
188.5543567305116,103.67167875503313,103.67167875503313
144.74582127265782,110.7491296291685,110.7491296291685
-52.48369985831861,-135.38512826668997,-135.38512826668997
60.409986400847984,-65.95457696651373,-65.95457696651373
24.87288524242505,-142.11535441610945,-142.11535441610945
-171.6607693027357,-96.72063084153571,-96.72063084153571
-22.127283533909214,132.945847979592,132.945847979592
7.5235447332910494,94.09726069258934,94.09726069258934
52.19761909487407,136.97109351558052,136.97109351558052
-136.59894428684248,73.82599507143483,73.82599507143483
13.695304020758904,-20.61908437140781,-20.61908437140781
-6.206412657211091,9.389972317977104,9.389972317977104
-22.152949016898532,142.48524694453036,142.48524694453036
93.00217614675503,1.9487650771953495,1.9487650771953495
46.21515647479218,103.31075075965023,103.31075075965023
-120.26206312945058,-7.354231761615317,-7.354231761615317
-53.79619585592099,49.12971549013016,49.12971549013016
73.18867058827398,147.26901896451741,147.26901896451741
84.62989345933242,-27.84240236916464,-27.84240236916464
6.164727938212707,138.20772796539532,138.20772796539532
-116.73232610242471,111.27686137888017,111.27686137888017
114.74563288200498,210.31457274452774,210.31457274452774
-18.079780470731993,346.9104699581904,346.9104699581904
29.035471462726257,-150.27919531666842,-150.27919531666842
-122.95032082197456,143.76782818905878,143.76782818905878
139.70611432094472,-43.59128914794226,-43.59128914794226
20.011398540451392,2.9342973882442758,2.9342973882442758
-26.186709775082623,-30.15832907218929,-30.15832907218929
-159.76887146690663,-46.156459894772055,-46.156459894772055
-51.43707185216589,-23.18881759440595,-23.18881759440595
-321.4362692039679,28.325610459915165,28.325610459915165
-59.50189284241745,-248.15512224115136,-248.15512224115136
-247.053405990622,-156.2348262556627,-156.2348262556627
129.52187302175972,106.06643537981823,106.06643537981823
28.25894958766617,-133.44702183591212,-133.44702183591212
139.48407304771837,83.98700831259384,83.98700831259384
33.01247586673311,-99.53278305072632,-99.53278305072632
17.031160908033982,54.71054001929041,54.71054001929041
102.27786450604434,159.105101630116,159.105101630116
