X,Y
20.355701100495633,19.229016140592222
21.123651138495973,70.81647962972895
74.51606701304569,93.2138860964982
70.21207637303769,51.98739291280696
70.8559473160945,25.834560833652894
87.36159025001697,86.80484802488705
88.6829758272701,40.72041668888436
90.35611299597592,28.81067664047175
24.85076610214257,92.25784619366391
58.7960860691896,75.35491060127517
99.38095940894206,71.87041151391463
33.90626223864559,98.24764806184666
89.51537081997394,73.6514780074751
24.85599363123673,95.81366462841316
29.727066081350902,54.26144127866727
98.82208410193098,27.69385628740006
22.25430717368507,57.94224185926996
51.222454487335696,99.80096806975494
40.791988670782224,20.680506346152782
64.35522384547625,20.689594559203606
63.5387182468103,12.687965882258894
70.85757581114049,95.3267114952921
16.22205971033773,29.53308007428728
72.93753079107525,55.48078252499992
23.40374479606314,66.58005624909975
78.09569645968008,82.43713621799596
72.4206778374944,49.202029690263444
66.05725617620212,57.66913880282468
14.329814468838387,69.86277147553281
86.74831553703201,70.8639298774518
33.43272280928135,92.88333099462704
70.59604675945907,30.325744205033978
60.66968151771523,41.93591734143452
37.52743073231069,71.09639369994258
81.84591768480774,66.50837984120085
47.69283455833915,43.626471357909224
41.932080368685035,39.47049381934165
20.037805565034247,56.690540272371145
78.19728976696082,14.466926793119182
31.71314252980771,22.011719217549278
40.901709739041905,25.21218617252039
62.35013333648885,72.35995874798641
40.161574941414756,16.95124561859496
59.335099460475696,52.232099262609665
32.345162149649894,53.46075389016882
54.63752704486801,54.343255787542574
59.834943142248235,45.95373052545015
46.41253136103688,77.78474680059412
13.262113759582792,15.879275767154798
15.660289053491454,71.22017108305148
83.32345848747023,86.23102507424834
70.58021481241538,13.91593663459981
84.43191588294661,25.163198871749515
33.324829063066005,91.21404576203105
75.03808236218204,31.339843989690426
11.12809941628783,88.39406020756817
92.82259796202962,66.41168438168543
45.16296072347847,73.13107590025018
20.82627792992117,35.79194689021944
45.158415743822324,100.38993400299736
77.33515457359566,98.77690537741688
30.773178718165823,14.76949817431596
18.684612155629875,34.194985170569836
29.7040839595873,85.26550268864911
11.877198015266062,77.03522742121974
31.49653159334442,22.146916554501352
31.150655892282607,63.650756715389335
41.67476735465209,97.28005245997203
66.25138807301003,73.16718194353174
43.505269998386304,55.006133328374794
38.181428068777045,84.97227093316084
36.66220570262716,87.8395859646256
96.3560986897958,74.51672853789053
20.97526504474785,38.60069272473627
87.0829189228631,97.15965534022378
87.83041135218113,25.50455949628646
21.942620787292128,99.47169268144152
30.896689906558237,13.802118534125784
52.43430696953533,82.25195918995767
39.546547670670506,93.19975690993715
82.71317723363043,48.303791927060054
60.95673593669844,43.5257529025704
37.42819776567973,98.19372206854467
27.811427024908713,44.173365817368804
52.758831328695926,99.82810637033049
79.28838229498493,86.10613477655494
11.629258188984005,77.4017771510715
69.17945579340687,62.173386934487134
47.32066624740676,21.616820611270377
65.4552848916058,25.288453148291627
12.181348583073428,45.96423916352475
33.733939546053854,21.3783143745329
17.340676966334435,70.73067054968485
59.818725743398495,15.538482901504615
59.86019431360216,69.04276448802884
62.526814037921184,60.80296874776631
69.20669409615111,59.29935273946732
51.33491711440804,32.156268997793575
48.45835682275575,21.085441167644724
42.176140973515885,31.415312088060293
97.65132542279765,98.70341871202152
46.96198918924181,21.738743656291376
79.28720302027344,26.32397533491843
79.00948225791976,66.95650935049773
79.56529814555405,15.062290496520479
47.67794481799411,10.693748977562915
39.973066478240995,54.34155732165918
12.895890955876158,87.35159174416792
82.67791361366172,16.257371923172357
37.12732390804574,95.3575081585822
77.81640265347343,31.26438182924737
48.32196450872722,52.575029045904515
42.82013990632444,43.21156459996924
49.89763138767468,76.26341661285501
97.07748732882274,98.35406838942257
99.75337776256656,50.336042614419874
82.51044810403779,46.74990799057839
82.51828102207317,47.0191545308323
34.60010493196407,13.94607703695287
73.6026546186969,50.555011100007135
100.25438025578107,38.65579471949291
32.24358520667188,83.17228006216091
