X,Y
39.88745399898862,-68.3067702002048
-0.3946434514520476,78.28803455465601
114.45800744465711,104.10863293158351
244.46706773923216,88.70072588573953
-44.088514028780374,20.39013385140174
21.012799890994426,-3.913787673212381
-81.20666217407917,-43.596850463525236
240.1469008441124,-25.275906440149313
-58.36170109865997,-2.896857742907388
-34.39634199874453,-40.51882060051946
148.01356366641812,380.8187165315172
53.00712598606732,11.60136806784525
-26.818822795602728,-0.8526798150544934
-52.14636306276155,-222.32693518916176
-198.14162863451355,206.12753999489848
96.09395567064483,-170.49842867979174
374.22339917492053,114.71204144751815
-83.19698469711705,195.48039934833287
-88.70286245290617,5.8751438744153575
-24.02254389250749,-9.870784169858918
100.93026835951567,-196.07824203265466
306.5504853828611,-14.28677142334746
96.25160335662459,142.6950790382411
-48.366813548894505,-1.9538217699443567
51.35087096442313,-3.3372885714973237
18.873563657391824,0.6201573906256108
-22.954046092475565,12.607929913911683
-52.034150536838226,90.20796337439698
152.45287683564138,-319.616292174609
-65.87949677480839,74.71452328191164
85.66831182061804,-416.40900138320285
372.90921681017517,-211.50703040124387
96.96248207025525,-1.564217809527754
87.33859210628373,40.032243437712324
-11.195641619775227,7.968907989402329
-54.0577040601428,166.21083123246837
-187.28596066981098,70.96888847961739
120.41312539135198,-4.059254440136458
94.02395309096161,22.508163624671425
189.8927223208726,16.03855062029244
193.19454947962387,-53.9796785157313
13.098701915647723,2.9964822937382376
-14.893993852240193,5.241009702463003
4.400310105393309,-55.619926071307376
-234.07130113099322,-210.23227814600526
146.29312214640908,132.2761180891473
-99.96194599502226,264.62541296322814
44.21079049788561,-408.1981961472194
-46.54323586221648,-416.46242149432294
-80.07863384573056,21.02119634866156
93.7979951488428,43.20162258755367
211.36798843792994,-121.06730280798169
-205.71821425155454,-62.38577283715276
3.070286632162073,-7.168632231589555
0.5179669018390882,73.80438059787058
131.68796807366928,-1.975181580716078
6.691024180918774,43.93273412590927
-284.928412200604,-45.3920903663937
97.59165141405063,851.1359517174874
-17.53195923231408,-59.339076154822244
282.13059243298517,43.40661158458862
21.483245251467707,-43.30272840834053
-20.08951483325614,-87.10677079720634
2.3997617971807728,-166.2839347107726
-57.99121691888197,-120.89644778647653
-323.78595828348375,-178.87785460673337
-85.6278244936953,365.29322325049935
180.10099522675497,122.57523688176731
103.59471045008785,234.97934509741978
-177.92187066318252,19.78129039586296
-5.81121763503619,-18.619831263262945
-6.615182541187108,-13.558111674335652
-52.788746756004755,2.5151863989402727
93.79350323774312,3.5993528751848256
-61.64820674054235,-62.941509058955205
-109.23646675253981,-11.283327228634214
-84.03746296597551,105.86346544973316
82.28709732706176,315.19993757998463
114.02948735107177,-15.290412185915622
-79.28219890038332,155.64643917812327
103.17994191016231,-25.60184920646816
246.11484962944974,189.44323374695202
-263.94686452610495,402.4368381290416
-229.26180311769775,-209.3029388644909
-78.89543817270646,7.9019857787080525
129.55035367562272,-61.69834251686615
17.471518345170978,0.7066096964591817
2.0503494330260317,-10.346148722450192
-182.0033886996937,-46.5948367999164
-44.8000871410439,-28.12264036379242
-313.72954212285777,49.54689313016132
-123.64582561354548,-522.0660154368156
-319.4490422920656,-180.5391126248125
166.31042322529,-167.73112482356817
-88.9447826156192,-435.807895029571
51.15924386173218,62.28618715811011
12.189916435199816,-63.90392724828029
-24.721471660224864,168.2130546043453
59.585197200844725,317.0924556585446
