Mean1,Mean2,Covariance
10.055020462188205,6.421535659375682,6.421535659375682
9.773242898180643,17.408680633119737,17.408680633119737
9.944043987262063,16.860895300892988,16.860895300892988
8.87464512043588,14.00388569551697,14.00388569551697
7.398391549956834,25.660609273049815,25.660609273049815
15.056852861153935,21.55160228264535,21.55160228264535
6.336719443448528,22.71382819339698,22.71382819339698
12.558017780277309,38.697680326089625,38.697680326089625
13.96448144877461,34.02048502655204,34.02048502655204
16.76071473023021,29.3771938155122,29.3771938155122
12.238810716845162,9.903939122906744,9.903939122906744
11.643947467005976,9.243819475611465,9.243819475611465
6.080173693486596,26.40691469856229,26.40691469856229
17.524183972184737,21.973981208132685,21.973981208132685
8.583461868954183,8.346396780516068,8.346396780516068
6.482936870239348,5.929511934549783,5.929511934549783
11.509378009348769,11.02547146056548,11.02547146056548
5.97991842102044,34.92746499062548,34.92746499062548
18.78601371263479,33.43738500735704,33.43738500735704
19.73576439612065,22.2928811487863,22.2928811487863
8.461769374857031,12.313415100556725,12.313415100556725
5.357896854951178,47.82932465512956,47.82932465512956
10.589721350119472,16.14142673866899,16.14142673866899
10.071830756714512,42.42278242127472,42.42278242127472
7.6177898843537335,17.352742835628746,17.352742835628746
11.393392509066171,27.131405927395942,27.131405927395942
8.071423085623248,32.242679561411144,32.242679561411144
5.378399231027061,17.666803172265116,17.666803172265116
9.958095873765746,19.93325890822208,19.93325890822208
15.083639959113004,18.436587808910392,18.436587808910392
10.227321620038808,11.999259428472499,11.999259428472499
18.210482212563562,33.699392539594854,33.699392539594854
7.934853728444169,4.538427124346224,4.538427124346224
14.832478479537667,8.318160725655378,8.318160725655378
15.072193707786912,22.92231238992187,22.92231238992187
15.312054983097507,15.684143588136827,15.684143588136827
13.942504677737722,1.286181118587404,1.286181118587404
5.174243285666256,20.737265049946174,20.737265049946174
10.8876388462229,28.268366722430528,28.268366722430528
6.425022126088143,25.49886504102556,25.49886504102556
3.9986395542363553,8.168973941536935,8.168973941536935
14.587417068493284,6.567566509230227,6.567566509230227
5.099852012327019,9.771844296063978,9.771844296063978
8.11037461889451,39.84472851954636,39.84472851954636
